Dateoil,Cushing..OK.WTI.Spot.Price.FOB..Dollars.per.Barrel.,COMEX,Date,CopperCOMEX
10-05-20,NA,"2,785",2019-05-10,2.785
10-05-20,NA,"4,734",2021-05-10,4.734
10-05-20,NA,"4,155",2022-05-10,4.155
10-05-20,NA,"3,828",2023-05-10,3.828
10-06-20,NA,"2,664",2019-06-10,2.664
10-06-20,NA,"2,657",2020-06-10,2.657
10-06-20,NA,"4,49",2021-06-10,4.49
10-06-20,NA,"4,301",2022-06-10,4.301
10-07-20,NA,"2,64",2017-07-10,2.64
10-07-20,NA,"2,829",2018-07-10,2.829
10-07-20,NA,"2,693",2019-07-10,2.693
10-07-20,NA,"2,887",2020-07-10,2.887
10-07-20,NA,"3,772",2023-07-10,3.772
10-08-20,NA,"2,906",2017-08-10,2.906
10-08-20,NA,"2,733",2018-08-10,2.733
10-08-20,NA,"2,859",2020-08-10,2.859
10-08-20,NA,"4,352",2021-08-10,4.352
10-08-20,NA,"3,656",2022-08-10,3.656
10-08-20,NA,"3,751",2023-08-10,3.751
10-09-20,NA,"2,611",2018-09-10,2.611
10-09-20,NA,"2,611",2019-09-10,2.611
10-09-20,NA,"2,987",2020-09-10,2.987
10-09-20,NA,"4,448",2021-09-10,4.448
10-10-20,NA,"3,046",2017-10-10,3.046
10-10-20,NA,"2,769",2018-10-10,2.769
10-10-20,NA,"2,605",2019-10-10,2.605
10-10-20,NA,"3,454",2022-10-10,3.454
10-10-20,NA,"3,632",2023-10-10,3.632
10-11-20,NA,"3,07",2017-11-10,3.07
10-11-20,NA,"3,151",2020-11-10,3.151
10-11-20,NA,"4,328",2021-11-10,4.328
10-11-20,NA,"3,796",2022-11-10,3.796
10-11-20,NA,"3,584",2023-11-10,3.584
10-12-20,NA,"2,719",2018-12-10,2.719
10-12-20,NA,"2,756",2019-12-10,2.756
10-12-20,NA,"3,571",2020-12-10,3.571
10-12-20,NA,"4,283",2021-12-10,4.283
11-01-20,NA,"2,601",2017-01-11,2.601
11-01-20,NA,"3,214",2018-01-11,3.214
11-01-20,NA,"2,67",2019-01-11,2.67
11-01-20,NA,"3,564",2021-01-11,3.564
11-01-20,NA,"4,421",2022-01-11,4.421
11-01-20,NA,"4,155",2023-01-11,4.155
11-01-20,NA,"3,777",2024-01-11,3.777
11-02-20,NA,"2,792",2019-02-11,2.792
11-02-20,NA,"2,589",2020-02-11,2.589
11-02-20,NA,"3,788",2021-02-11,3.788
11-02-20,NA,"4,505",2022-02-11,4.505
11-03-20,NA,"2,9",2019-03-11,2.9
11-03-20,NA,"2,512",2020-03-11,2.512
11-03-20,NA,"4,143",2021-03-11,4.143
11-03-20,NA,"4,616",2022-03-11,4.616
11-04-20,NA,"2,606",2017-04-11,2.606
11-04-20,NA,"3,112",2018-04-11,3.112
11-04-20,NA,"2,886",2019-04-11,2.886
11-04-20,NA,"4,629",2022-04-11,4.629
11-04-20,NA,"4,025",2023-04-11,4.025
11-05-20,NA,"2,501",2017-05-11,2.501
11-05-20,NA,"3,095",2018-05-11,3.095
11-05-20,NA,"2,382",2020-05-11,2.382
11-05-20,NA,"4,779",2021-05-11,4.779
11-05-20,NA,"4,213",2022-05-11,4.213
11-05-20,NA,"3,698",2023-05-11,3.698
11-06-20,NA,"3,251",2018-06-11,3.251
11-06-20,NA,"2,676",2019-06-11,2.676
11-06-20,NA,"2,587",2020-06-11,2.587
11-06-20,NA,"4,542",2021-06-11,4.542
11-07-20,NA,"2,665",2017-07-11,2.665
11-07-20,NA,"2,734",2018-07-11,2.734
11-07-20,NA,"2,683",2019-07-11,2.683
11-07-20,NA,"3,438",2022-07-11,3.438
11-07-20,NA,"3,754",2023-07-11,3.754
11-08-20,NA,"2,914",2017-08-11,2.914
11-08-20,NA,"2,872",2020-08-11,2.872
11-08-20,NA,"4,364",2021-08-11,4.364
11-08-20,NA,"3,711",2022-08-11,3.711
11-08-20,NA,"3,715",2023-08-11,3.715
11-09-20,NA,"3,046",2017-09-11,3.046
11-09-20,NA,"2,604",2018-09-11,2.604
11-09-20,NA,"2,598",2019-09-11,2.598
11-09-20,NA,"3,034",2020-09-11,3.034
11-09-20,NA,"3,77",2023-09-11,3.77
11-10-20,NA,"3,08",2017-10-11,3.08
11-10-20,NA,"2,797",2018-10-11,2.797
11-10-20,NA,"2,619",2019-10-11,2.619
11-10-20,NA,"4,375",2021-10-11,4.375
11-10-20,NA,"3,478",2022-10-11,3.478
11-10-20,NA,"3,614",2023-10-11,3.614
11-11-20,NA,"2,66",2019-11-11,2.66
11-11-20,NA,"3,129",2020-11-11,3.129
11-11-20,NA,"4,405",2021-11-11,4.405
11-11-20,NA,"3,951",2022-11-11,3.951
11-12-20,NA,"2,988",2017-12-11,2.988
11-12-20,NA,"2,766",2018-12-11,2.766
11-12-20,NA,"2,783",2019-12-11,2.783
11-12-20,NA,"3,524",2020-12-11,3.524
11-12-20,NA,"3,78",2023-12-11,3.78
12-01-20,NA,"2,661",2017-01-12,2.661
12-01-20,NA,"3,2",2018-01-12,3.2
12-01-20,NA,"3,605",2021-01-12,3.605
12-01-20,NA,"4,564",2022-01-12,4.564
12-01-20,NA,"4,186",2023-01-12,4.186
12-01-20,NA,"3,74",2024-01-12,3.74
12-02-20,NA,"3,078",2018-02-12,3.078
12-02-20,NA,"2,775",2019-02-12,2.775
12-02-20,NA,"2,606",2020-02-12,2.606
12-02-20,NA,"3,802",2021-02-12,3.802
12-02-20,NA,"3,729",2024-02-12,3.729
12-03-20,NA,"3,104",2018-03-12,3.104
12-03-20,NA,"2,928",2019-03-12,2.928
12-03-20,NA,"2,481",2020-03-12,2.481
12-03-20,NA,"4,146",2021-03-12,4.146
12-04-20,NA,"2,544",2017-04-12,2.544
12-04-20,NA,"3,06",2018-04-12,3.06
12-04-20,NA,"2,946",2019-04-12,2.946
12-04-20,NA,"4,03",2021-04-12,4.03
12-04-20,NA,"4,704",2022-04-12,4.704
12-04-20,NA,"4,085",2023-04-12,4.085
12-05-20,NA,"2,518",2017-05-12,2.518
12-05-20,NA,"2,361",2020-05-12,2.361
12-05-20,NA,"4,753",2021-05-12,4.753
12-05-20,NA,"4,105",2022-05-12,4.105
12-05-20,NA,"3,717",2023-05-12,3.717
12-06-20,NA,"2,613",2017-06-12,2.613
12-06-20,NA,"3,243",2018-06-12,3.243
12-06-20,NA,"2,659",2019-06-12,2.659
12-06-20,NA,"2,602",2020-06-12,2.602
12-06-20,NA,"3,751",2023-06-12,3.751
12-07-20,NA,"2,677",2017-07-12,2.677
12-07-20,NA,"2,768",2018-07-12,2.768
12-07-20,NA,"2,692",2019-07-12,2.692
12-07-20,NA,"4,323",2021-07-12,4.323
12-07-20,NA,"3,297",2022-07-12,3.297
12-07-20,NA,"3,842",2023-07-12,3.842
12-08-20,NA,"2,58",2019-08-12,2.58
12-08-20,NA,"2,887",2020-08-12,2.887
12-08-20,NA,"4,356",2021-08-12,4.356
12-08-20,NA,"3,676",2022-08-12,3.676
12-09-20,NA,"3,016",2017-09-12,3.016
12-09-20,NA,"2,659",2018-09-12,2.659
12-09-20,NA,"2,624",2019-09-12,2.624
12-09-20,NA,"3,626",2022-09-12,3.626
12-09-20,NA,"3,752",2023-09-12,3.752
12-10-20,NA,"3,104",2017-10-12,3.104
12-10-20,NA,"2,793",2018-10-12,2.793
12-10-20,NA,"3,061",2020-10-12,3.061
12-10-20,NA,"4,329",2021-10-12,4.329
12-10-20,NA,"3,445",2022-10-12,3.445
12-10-20,NA,"3,594",2023-10-12,3.594
12-11-20,NA,"2,678",2018-11-12,2.678
12-11-20,NA,"2,642",2019-11-12,2.642
12-11-20,NA,"3,143",2020-11-12,3.143
12-11-20,NA,"4,456",2021-11-12,4.456
12-12-20,NA,3,2017-12-12,3
12-12-20,NA,"2,769",2018-12-12,2.769
12-12-20,NA,"2,79",2019-12-12,2.79
12-12-20,NA,"3,799",2022-12-12,3.799
12-12-20,NA,"3,786",2023-12-12,3.786
13-01-20,NA,"2,681",2017-01-13,2.681
13-01-20,NA,"2,862",2020-01-13,2.862
13-01-20,NA,"3,617",2021-01-13,3.617
13-01-20,NA,"4,534",2022-01-13,4.534
13-01-20,NA,"4,208",2023-01-13,4.208
13-02-20,NA,"2,777",2017-02-13,2.777
13-02-20,NA,"3,155",2018-02-13,3.155
13-02-20,NA,"2,774",2019-02-13,2.774
13-02-20,NA,"2,62",2020-02-13,2.62
13-02-20,NA,"4,087",2023-02-13,4.087
13-02-20,NA,"3,714",2024-02-13,3.714
13-03-20,NA,"2,617",2017-03-13,2.617
13-03-20,NA,"3,119",2018-03-13,3.119
13-03-20,NA,"2,934",2019-03-13,2.934
13-03-20,NA,"2,474",2020-03-13,2.474
13-03-20,NA,"4,07",2023-03-13,4.07
13-04-20,NA,"2,57",2017-04-13,2.57
13-04-20,NA,"3,068",2018-04-13,3.068
13-04-20,NA,"2,321",2020-04-13,2.321
13-04-20,NA,"4,043",2021-04-13,4.043
13-04-20,NA,"4,707",2022-04-13,4.707
13-04-20,NA,"4,124",2023-04-13,4.124
13-05-20,NA,"2,73",2019-05-13,2.73
13-05-20,NA,"2,349",2020-05-13,2.349
13-05-20,NA,"4,706",2021-05-13,4.706
13-05-20,NA,"4,181",2022-05-13,4.181
13-06-20,NA,"2,593",2017-06-13,2.593
13-06-20,NA,"3,248",2018-06-13,3.248
13-06-20,NA,"2,661",2019-06-13,2.661
13-06-20,NA,"4,217",2022-06-13,4.217
13-06-20,NA,"3,829",2023-06-13,3.829
13-07-20,NA,"2,655",2017-07-13,2.655
13-07-20,NA,"2,77",2018-07-13,2.77
13-07-20,NA,"2,942",2020-07-13,2.942
13-07-20,NA,"4,315",2021-07-13,4.315
13-07-20,NA,"3,326",2022-07-13,3.326
13-07-20,NA,"3,93",2023-07-13,3.93
13-08-20,NA,"2,722",2018-08-13,2.722
13-08-20,NA,"2,625",2019-08-13,2.625
13-08-20,NA,"2,804",2020-08-13,2.804
13-08-20,NA,"4,387",2021-08-13,4.387
13-09-20,NA,"2,961",2017-09-13,2.961
13-09-20,NA,"2,665",2018-09-13,2.665
13-09-20,NA,"2,681",2019-09-13,2.681
13-09-20,NA,"4,364",2021-09-13,4.364
13-09-20,NA,"3,581",2022-09-13,3.581
13-09-20,NA,"3,756",2023-09-13,3.756
13-10-20,NA,"3,119",2017-10-13,3.119
13-10-20,NA,"3,043",2020-10-13,3.043
13-10-20,NA,"4,521",2021-10-13,4.521
13-10-20,NA,"3,468",2022-10-13,3.468
13-10-20,NA,"3,58",2023-10-13,3.58
13-11-20,NA,"3,112",2017-11-13,3.112
13-11-20,NA,"2,687",2018-11-13,2.687
13-11-20,NA,"2,637",2019-11-13,2.637
13-11-20,NA,"3,176",2020-11-13,3.176
13-11-20,NA,"3,663",2023-11-13,3.663
13-12-20,NA,"3,03",2017-12-13,3.03
13-12-20,NA,"2,763",2018-12-13,2.763
13-12-20,NA,"2,781",2019-12-13,2.781
13-12-20,NA,"4,28",2021-12-13,4.28
13-12-20,NA,"3,84",2022-12-13,3.84
13-12-20,NA,"3,786",2023-12-13,3.786
14-01-20,NA,"2,646",2019-01-14,2.646
14-01-20,NA,"2,876",2020-01-14,2.876
14-01-20,NA,"3,668",2021-01-14,3.668
14-01-20,NA,"4,412",2022-01-14,4.412
14-02-20,NA,"2,731",2017-02-14,2.731
14-02-20,NA,"3,229",2018-02-14,3.229
14-02-20,NA,"2,776",2019-02-14,2.776
14-02-20,NA,"2,606",2020-02-14,2.606
14-02-20,NA,"4,508",2022-02-14,4.508
14-02-20,NA,"4,11",2023-02-14,4.11
14-02-20,NA,"3,701",2024-02-14,3.701
14-03-20,NA,"2,624",2017-03-14,2.624
14-03-20,NA,"3,14",2018-03-14,3.14
14-03-20,NA,"2,889",2019-03-14,2.889
14-03-20,NA,"4,513",2022-03-14,4.513
14-03-20,NA,"4,011",2023-03-14,4.011
14-04-20,NA,"2,347",2020-04-14,2.347
14-04-20,NA,"4,14",2021-04-14,4.14
14-04-20,NA,"4,717",2022-04-14,4.717
14-04-20,NA,"4,108",2023-04-14,4.108
14-05-20,NA,"3,079",2018-05-14,3.079
14-05-20,NA,"2,735",2019-05-14,2.735
14-05-20,NA,"2,351",2020-05-14,2.351
14-05-20,NA,"4,664",2021-05-14,4.664
14-06-20,NA,"2,571",2017-06-14,2.571
14-06-20,NA,"3,217",2018-06-14,3.217
14-06-20,NA,"2,635",2019-06-14,2.635
14-06-20,NA,"4,532",2021-06-14,4.532
14-06-20,NA,"4,162",2022-06-14,4.162
14-06-20,NA,"3,866",2023-06-14,3.866
14-07-20,NA,"2,684",2017-07-14,2.684
14-07-20,NA,"2,916",2020-07-14,2.916
14-07-20,NA,"4,277",2021-07-14,4.277
14-07-20,NA,"3,211",2022-07-14,3.211
14-07-20,NA,"3,922",2023-07-14,3.922
14-08-20,NA,"2,907",2017-08-14,2.907
14-08-20,NA,"2,676",2018-08-14,2.676
14-08-20,NA,"2,587",2019-08-14,2.587
14-08-20,NA,"2,856",2020-08-14,2.856
14-08-20,NA,"3,725",2023-08-14,3.725
14-09-20,NA,"2,937",2017-09-14,2.937
14-09-20,NA,"2,628",2018-09-14,2.628
14-09-20,NA,"3,067",2020-09-14,3.067
14-09-20,NA,"4,318",2021-09-14,4.318
14-09-20,NA,"3,546",2022-09-14,3.546
14-09-20,NA,"3,783",2023-09-14,3.783
14-10-20,NA,"2,624",2019-10-14,2.624
14-10-20,NA,"3,048",2020-10-14,3.048
14-10-20,NA,"4,632",2021-10-14,4.632
14-10-20,NA,"3,451",2022-10-14,3.451
14-11-20,NA,"3,06",2017-11-14,3.06
14-11-20,NA,"2,71",2018-11-14,2.71
14-11-20,NA,"2,619",2019-11-14,2.619
14-11-20,NA,"3,855",2022-11-14,3.855
14-11-20,NA,"3,683",2023-11-14,3.683
14-12-20,NA,"3,049",2017-12-14,3.049
14-12-20,NA,"2,761",2018-12-14,2.761
14-12-20,NA,"3,522",2020-12-14,3.522
14-12-20,NA,"4,254",2021-12-14,4.254
14-12-20,NA,"3,875",2022-12-14,3.875
14-12-20,NA,"3,889",2023-12-14,3.889
15-01-20,NA,"2,651",2019-01-15,2.651
15-01-20,NA,"2,87",2020-01-15,2.87
15-01-20,NA,"3,603",2021-01-15,3.603
15-02-20,NA,"2,736",2017-02-15,2.736
15-02-20,NA,"3,239",2018-02-15,3.239
15-02-20,NA,"2,803",2019-02-15,2.803
15-02-20,NA,"4,532",2022-02-15,4.532
15-02-20,NA,"4,052",2023-02-15,4.052
15-02-20,NA,"3,757",2024-02-15,3.757
15-03-20,NA,"2,646",2017-03-15,2.646
15-03-20,NA,"3,111",2018-03-15,3.111
15-03-20,NA,"2,904",2019-03-15,2.904
15-03-20,NA,"4,147",2021-03-15,4.147
15-03-20,NA,"4,502",2022-03-15,4.502
15-03-20,NA,"3,857",2023-03-15,3.857
15-04-20,NA,"2,934",2019-04-15,2.934
15-04-20,NA,"2,313",2020-04-15,2.313
15-04-20,NA,"4,231",2021-04-15,4.231
15-05-20,NA,"2,533",2017-05-15,2.533
15-05-20,NA,"3,043",2018-05-15,3.043
15-05-20,NA,"2,754",2019-05-15,2.754
15-05-20,NA,"2,334",2020-05-15,2.334
15-05-20,NA,"3,738",2023-05-15,3.738
15-06-20,NA,"2,564",2017-06-15,2.564
15-06-20,NA,"3,141",2018-06-15,3.141
15-06-20,NA,"2,569",2020-06-15,2.569
15-06-20,NA,"4,34",2021-06-15,4.34
15-06-20,NA,"4,168",2022-06-15,4.168
15-06-20,NA,"3,897",2023-06-15,3.897
15-07-20,NA,"2,708",2019-07-15,2.708
15-07-20,NA,"2,871",2020-07-15,2.871
15-07-20,NA,"4,333",2021-07-15,4.333
15-07-20,NA,"3,235",2022-07-15,3.235
15-08-20,NA,"2,885",2017-08-15,2.885
15-08-20,NA,"2,557",2018-08-15,2.557
15-08-20,NA,"2,59",2019-08-15,2.59
15-08-20,NA,"3,629",2022-08-15,3.629
15-08-20,NA,"3,662",2023-08-15,3.662
15-09-20,NA,"2,928",2017-09-15,2.928
15-09-20,NA,"3,063",2020-09-15,3.063
15-09-20,NA,"4,404",2021-09-15,4.404
15-09-20,NA,"3,524",2022-09-15,3.524
15-09-20,NA,"3,764",2023-09-15,3.764
15-10-20,NA,"2,781",2018-10-15,2.781
15-10-20,NA,"2,604",2019-10-15,2.604
15-10-20,NA,"3,083",2020-10-15,3.083
15-10-20,NA,"4,734",2021-10-15,4.734
15-11-20,NA,"3,049",2017-11-15,3.049
15-11-20,NA,"2,749",2018-11-15,2.749
15-11-20,NA,"2,635",2019-11-15,2.635
15-11-20,NA,"4,407",2021-11-15,4.407
15-11-20,NA,"3,84",2022-11-15,3.84
15-11-20,NA,"3,718",2023-11-15,3.718
15-12-20,NA,"3,11",2017-12-15,3.11
15-12-20,NA,"3,538",2020-12-15,3.538
15-12-20,NA,"4,18",2021-12-15,4.18
15-12-20,NA,"3,763",2022-12-15,3.763
15-12-20,NA,"3,885",2023-12-15,3.885
16-01-20,NA,"3,199",2018-01-16,3.199
16-01-20,NA,"2,694",2019-01-16,2.694
16-01-20,NA,"2,852",2020-01-16,2.852
16-01-20,NA,"3,767",2024-01-16,3.767
16-02-20,NA,"2,716",2017-02-16,2.716
16-02-20,NA,"3,243",2018-02-16,3.243
16-02-20,NA,"3,848",2021-02-16,3.848
16-02-20,NA,"4,541",2022-02-16,4.541
16-02-20,NA,"4,166",2023-02-16,4.166
16-02-20,NA,"3,838",2024-02-16,3.838
16-03-20,NA,"2,666",2017-03-16,2.666
16-03-20,NA,"3,093",2018-03-16,3.093
16-03-20,NA,"2,399",2020-03-16,2.399
16-03-20,NA,"4,079",2021-03-16,4.079
16-03-20,NA,"4,588",2022-03-16,4.588
16-03-20,NA,"3,886",2023-03-16,3.886
16-04-20,NA,"3,092",2018-04-16,3.092
16-04-20,NA,"2,931",2019-04-16,2.931
16-04-20,NA,"2,305",2020-04-16,2.305
16-04-20,NA,"4,18",2021-04-16,4.18
16-05-20,NA,"2,545",2017-05-16,2.545
16-05-20,NA,"3,059",2018-05-16,3.059
16-05-20,NA,"2,759",2019-05-16,2.759
16-05-20,NA,"4,197",2022-05-16,4.197
16-05-20,NA,"3,655",2023-05-16,3.655
16-06-20,NA,"2,563",2017-06-16,2.563
16-06-20,NA,"2,566",2020-06-16,2.566
16-06-20,NA,"4,393",2021-06-16,4.393
16-06-20,NA,"4,112",2022-06-16,4.112
16-06-20,NA,"3,885",2023-06-16,3.885
16-07-20,NA,"2,757",2018-07-16,2.757
16-07-20,NA,"2,694",2019-07-16,2.694
16-07-20,NA,"2,886",2020-07-16,2.886
16-07-20,NA,"4,333",2021-07-16,4.333
16-08-20,NA,"2,955",2017-08-16,2.955
16-08-20,NA,"2,614",2018-08-16,2.614
16-08-20,NA,"2,59",2019-08-16,2.59
16-08-20,NA,"4,322",2021-08-16,4.322
16-08-20,NA,"3,637",2022-08-16,3.637
16-08-20,NA,"3,652",2023-08-16,3.652
16-09-20,NA,"2,621",2019-09-16,2.621
16-09-20,NA,"3,058",2020-09-16,3.058
16-09-20,NA,"4,279",2021-09-16,4.279
16-09-20,NA,"3,561",2022-09-16,3.561
16-10-20,NA,"3,224",2017-10-16,3.224
16-10-20,NA,"2,771",2018-10-16,2.771
16-10-20,NA,"2,58",2019-10-16,2.58
16-10-20,NA,"3,065",2020-10-16,3.065
16-10-20,NA,"3,587",2023-10-16,3.587
16-11-20,NA,"3,044",2017-11-16,3.044
16-11-20,NA,"2,804",2018-11-16,2.804
16-11-20,NA,"3,22",2020-11-16,3.22
16-11-20,NA,"4,359",2021-11-16,4.359
16-11-20,NA,"3,788",2022-11-16,3.788
16-11-20,NA,"3,705",2023-11-16,3.705
16-12-20,NA,"2,821",2019-12-16,2.821
16-12-20,NA,"3,554",2020-12-16,3.554
16-12-20,NA,"4,301",2021-12-16,4.301
16-12-20,NA,"3,762",2022-12-16,3.762
17-01-20,NA,"2,617",2017-01-17,2.617
17-01-20,NA,"3,167",2018-01-17,3.167
17-01-20,NA,"2,7",2019-01-17,2.7
17-01-20,NA,"2,85",2020-01-17,2.85
17-01-20,NA,"4,215",2023-01-17,4.215
17-01-20,NA,"3,733",2024-01-17,3.733
17-02-20,NA,"2,706",2017-02-17,2.706
17-02-20,NA,"3,836",2021-02-17,3.836
17-02-20,NA,"4,525",2022-02-17,4.525
17-02-20,NA,"4,114",2023-02-17,4.114
17-03-20,NA,"2,68",2017-03-17,2.68
17-03-20,NA,"2,316",2020-03-17,2.316
17-03-20,NA,"4,128",2021-03-17,4.128
17-03-20,NA,"4,691",2022-03-17,4.691
17-03-20,NA,"3,914",2023-03-17,3.914
17-04-20,NA,"2,595",2017-04-17,2.595
17-04-20,NA,"3,075",2018-04-17,3.075
17-04-20,NA,"2,976",2019-04-17,2.976
17-04-20,NA,"2,354",2020-04-17,2.354
17-04-20,NA,"4,066",2023-04-17,4.066
17-05-20,NA,"2,543",2017-05-17,2.543
17-05-20,NA,"3,077",2018-05-17,3.077
17-05-20,NA,"2,748",2019-05-17,2.748
17-05-20,NA,"4,722",2021-05-17,4.722
17-05-20,NA,"4,24",2022-05-17,4.24
17-05-20,NA,"3,743",2023-05-17,3.743
17-06-20,NA,"2,651",2019-06-17,2.651
17-06-20,NA,"2,592",2020-06-17,2.592
17-06-20,NA,"4,185",2021-06-17,4.185
17-06-20,NA,"4,018",2022-06-17,4.018
17-07-20,NA,"2,717",2017-07-17,2.717
17-07-20,NA,"2,74",2018-07-17,2.74
17-07-20,NA,"2,71",2019-07-17,2.71
17-07-20,NA,"2,888",2020-07-17,2.888
17-07-20,NA,"3,832",2023-07-17,3.832
17-08-20,NA,"2,938",2017-08-17,2.938
17-08-20,NA,"2,625",2018-08-17,2.625
17-08-20,NA,"2,898",2020-08-17,2.898
17-08-20,NA,"4,2",2021-08-17,4.2
17-08-20,NA,"3,598",2022-08-17,3.598
17-08-20,NA,"3,686",2023-08-17,3.686
17-09-20,NA,"2,634",2018-09-17,2.634
17-09-20,NA,"2,61",2019-09-17,2.61
17-09-20,NA,"3,067",2020-09-17,3.067
17-09-20,NA,"4,246",2021-09-17,4.246
17-10-20,NA,"3,181",2017-10-17,3.181
17-10-20,NA,"2,767",2018-10-17,2.767
17-10-20,NA,"2,587",2019-10-17,2.587
17-10-20,NA,"3,456",2022-10-17,3.456
17-10-20,NA,"3,576",2023-10-17,3.576
17-11-20,NA,"3,063",2017-11-17,3.063
17-11-20,NA,"3,197",2020-11-17,3.197
17-11-20,NA,"4,273",2021-11-17,4.273
17-11-20,NA,"3,69",2022-11-17,3.69
17-11-20,NA,"3,738",2023-11-17,3.738
17-12-20,NA,"2,753",2018-12-17,2.753
17-12-20,NA,"2,82",2019-12-17,2.82
17-12-20,NA,"3,597",2020-12-17,3.597
17-12-20,NA,"4,291",2021-12-17,4.291
18-01-20,NA,"2,608",2017-01-18,2.608
18-01-20,NA,"3,177",2018-01-18,3.177
18-01-20,NA,"2,741",2019-01-18,2.741
18-01-20,NA,"4,376",2022-01-18,4.376
18-01-20,NA,"4,229",2023-01-18,4.229
18-01-20,NA,"3,745",2024-01-18,3.745
18-02-20,NA,"2,61",2020-02-18,2.61
18-02-20,NA,"3,917",2021-02-18,3.917
18-02-20,NA,"4,52",2022-02-18,4.52
18-03-20,NA,"2,904",2019-03-18,2.904
18-03-20,NA,"2,161",2020-03-18,2.161
18-03-20,NA,"4,117",2021-03-18,4.117
18-03-20,NA,"4,731",2022-03-18,4.731
18-04-20,NA,"2,529",2017-04-18,2.529
18-04-20,NA,"3,154",2018-04-18,3.154
18-04-20,NA,"2,928",2019-04-18,2.928
18-04-20,NA,"4,796",2022-04-18,4.796
18-04-20,NA,"4,09",2023-04-18,4.09
18-05-20,NA,"2,527",2017-05-18,2.527
18-05-20,NA,"3,051",2018-05-18,3.051
18-05-20,NA,"2,405",2020-05-18,2.405
18-05-20,NA,"4,736",2021-05-18,4.736
18-05-20,NA,"4,182",2022-05-18,4.182
18-05-20,NA,"3,682",2023-05-18,3.682
18-06-20,NA,"3,104",2018-06-18,3.104
18-06-20,NA,"2,707",2019-06-18,2.707
18-06-20,NA,"2,591",2020-06-18,2.591
18-06-20,NA,"4,163",2021-06-18,4.163
18-07-20,NA,"2,724",2017-07-18,2.724
18-07-20,NA,"2,752",2018-07-18,2.752
18-07-20,NA,"2,704",2019-07-18,2.704
18-07-20,NA,"3,348",2022-07-18,3.348
18-07-20,NA,"3,816",2023-07-18,3.816
18-08-20,NA,"2,941",2017-08-18,2.941
18-08-20,NA,"2,971",2020-08-18,2.971
18-08-20,NA,"4,116",2021-08-18,4.116
18-08-20,NA,"3,647",2022-08-18,3.647
18-08-20,NA,"3,699",2023-08-18,3.699
18-09-20,NA,"2,949",2017-09-18,2.949
18-09-20,NA,"2,712",2018-09-18,2.712
18-09-20,NA,"2,596",2019-09-18,2.596
18-09-20,NA,"3,114",2020-09-18,3.114
18-09-20,NA,"3,742",2023-09-18,3.742
18-10-20,NA,"3,164",2017-10-18,3.164
18-10-20,NA,"2,738",2018-10-18,2.738
18-10-20,NA,"2,625",2019-10-18,2.625
18-10-20,NA,"4,731",2021-10-18,4.731
18-10-20,NA,"3,407",2022-10-18,3.407
18-10-20,NA,"3,582",2023-10-18,3.582
18-11-20,NA,"2,618",2019-11-18,2.618
18-11-20,NA,"3,198",2020-11-18,3.198
18-11-20,NA,"4,31",2021-11-18,4.31
18-11-20,NA,"3,632",2022-11-18,3.632
18-12-20,NA,"3,122",2017-12-18,3.122
18-12-20,NA,"2,671",2018-12-18,2.671
18-12-20,NA,"2,817",2019-12-18,2.817
18-12-20,NA,"3,629",2020-12-18,3.629
18-12-20,NA,"3,848",2023-12-18,3.848
19-01-20,NA,"2,602",2017-01-19,2.602
19-01-20,NA,"3,167",2018-01-19,3.167
19-01-20,NA,"3,636",2021-01-19,3.636
19-01-20,NA,"4,463",2022-01-19,4.463
19-01-20,NA,"4,227",2023-01-19,4.227
19-01-20,NA,"3,787",2024-01-19,3.787
19-02-20,NA,"2,882",2019-02-19,2.882
19-02-20,NA,"2,613",2020-02-19,2.613
19-02-20,NA,"4,09",2021-02-19,4.09
19-03-20,NA,"3,07",2018-03-19,3.07
19-03-20,NA,"2,92",2019-03-19,2.92
19-03-20,NA,"2,2",2020-03-19,2.2
19-03-20,NA,"4,124",2021-03-19,4.124
19-04-20,NA,"2,534",2017-04-19,2.534
19-04-20,NA,"3,128",2018-04-19,3.128
19-04-20,NA,"4,25",2021-04-19,4.25
19-04-20,NA,"4,714",2022-04-19,4.714
19-04-20,NA,"4,072",2023-04-19,4.072
19-05-20,NA,"2,574",2017-05-19,2.574
19-05-20,NA,"2,423",2020-05-19,2.423
19-05-20,NA,"4,59",2021-05-19,4.59
19-05-20,NA,"4,285",2022-05-19,4.285
19-05-20,NA,"3,723",2023-05-19,3.723
19-06-20,NA,"2,59",2017-06-19,2.59
19-06-20,NA,"3,047",2018-06-19,3.047
19-06-20,NA,"2,685",2019-06-19,2.685
19-06-20,NA,"2,615",2020-06-19,2.615
19-07-20,NA,"2,703",2017-07-19,2.703
19-07-20,NA,"2,686",2018-07-19,2.686
19-07-20,NA,"2,745",2019-07-19,2.745
19-07-20,NA,"4,211",2021-07-19,4.211
19-07-20,NA,"3,292",2022-07-19,3.292
19-07-20,NA,"3,8",2023-07-19,3.8
19-08-20,NA,"2,597",2019-08-19,2.597
19-08-20,NA,"3,019",2020-08-19,3.019
19-08-20,NA,"4,039",2021-08-19,4.039
19-08-20,NA,"3,684",2022-08-19,3.684
19-09-20,NA,"2,95",2017-09-19,2.95
19-09-20,NA,"2,71",2018-09-19,2.71
19-09-20,NA,"2,591",2019-09-19,2.591
19-09-20,NA,"3,558",2022-09-19,3.558
